 variables=x,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15
 zone t="           1 "i=         263 f=point
  0.3229167E+00  0.3105493E+00  0.3101631E+00  0.3102381E+00  0.3103155E+00  0.3103921E+00  0.3104686E+00  0.3105506E+00  0.3106235E+00  0.3106827E+00  0.3106998E+00  0.3106982E+00  0.3108056E+00  0.3116193E+00  0.3117473E+00  0.3080404E+00
  0.3281250E+00  0.3153780E+00  0.3149931E+00  0.3150686E+00  0.3151481E+00  0.3152286E+00  0.3153110E+00  0.3154024E+00  0.3154900E+00  0.3155730E+00  0.3156291E+00  0.3156834E+00  0.3158676E+00  0.3167840E+00  0.3170547E+00  0.3135604E+00
  0.3333333E+00  0.3199918E+00  0.3196040E+00  0.3196802E+00  0.3197619E+00  0.3198465E+00  0.3199349E+00  0.3200358E+00  0.3201380E+00  0.3202436E+00  0.3203361E+00  0.3204439E+00  0.3207000E+00  0.3217152E+00  0.3221218E+00  0.3188046E+00
  0.3385417E+00  0.3244615E+00  0.3240658E+00  0.3241428E+00  0.3242265E+00  0.3243152E+00  0.3244096E+00  0.3245200E+00  0.3246367E+00  0.3247648E+00  0.3248935E+00  0.3250541E+00  0.3253831E+00  0.3264970E+00  0.3270376E+00  0.3238932E+00
  0.3437500E+00  0.3287737E+00  0.3283669E+00  0.3284447E+00  0.3285307E+00  0.3286234E+00  0.3287241E+00  0.3288442E+00  0.3289758E+00  0.3291264E+00  0.3292910E+00  0.3295045E+00  0.3299054E+00  0.3311175E+00  0.3317898E+00  0.3288072E+00
  0.3489583E+00  0.3329356E+00  0.3325158E+00  0.3325945E+00  0.3326824E+00  0.3327792E+00  0.3328862E+00  0.3330164E+00  0.3331633E+00  0.3333375E+00  0.3335394E+00  0.3338086E+00  0.3342857E+00  0.3355984E+00  0.3364069E+00  0.3335929E+00
  0.3541667E+00  0.3369300E+00  0.3364965E+00  0.3365761E+00  0.3366663E+00  0.3367673E+00  0.3368811E+00  0.3370218E+00  0.3371848E+00  0.3373834E+00  0.3376232E+00  0.3379487E+00  0.3385015E+00  0.3399151E+00  0.3408568E+00  0.3382094E+00
  0.3593750E+00  0.3407847E+00  0.3403359E+00  0.3404164E+00  0.3405087E+00  0.3406139E+00  0.3407341E+00  0.3408849E+00  0.3410634E+00  0.3412852E+00  0.3415621E+00  0.3419431E+00  0.3425719E+00  0.3440854E+00  0.3451589E+00  0.3426758E+00
  0.3645833E+00  0.3445324E+00  0.3440677E+00  0.3441491E+00  0.3442435E+00  0.3443527E+00  0.3444791E+00  0.3446397E+00  0.3448331E+00  0.3450771E+00  0.3453888E+00  0.3458217E+00  0.3465221E+00  0.3481323E+00  0.3493329E+00  0.3470066E+00
  0.3697917E+00  0.3481898E+00  0.3477092E+00  0.3477915E+00  0.3478876E+00  0.3480004E+00  0.3481328E+00  0.3483028E+00  0.3485106E+00  0.3487764E+00  0.3491225E+00  0.3496078E+00  0.3503797E+00  0.3520817E+00  0.3534036E+00  0.3512336E+00
  0.3750000E+00  0.3517265E+00  0.3512308E+00  0.3513138E+00  0.3514116E+00  0.3515279E+00  0.3516659E+00  0.3518447E+00  0.3520661E+00  0.3523525E+00  0.3527308E+00  0.3532645E+00  0.3541030E+00  0.3558949E+00  0.3573353E+00  0.3553183E+00
  0.3802083E+00  0.3551403E+00  0.3546291E+00  0.3547129E+00  0.3548123E+00  0.3549319E+00  0.3550753E+00  0.3552627E+00  0.3554976E+00  0.3558045E+00  0.3562152E+00  0.3567984E+00  0.3577056E+00  0.3595863E+00  0.3611459E+00  0.3592895E+00
  0.3854167E+00  0.3584307E+00  0.3579036E+00  0.3579883E+00  0.3580895E+00  0.3582124E+00  0.3583612E+00  0.3585573E+00  0.3588055E+00  0.3591327E+00  0.3595752E+00  0.3602071E+00  0.3611817E+00  0.3631520E+00  0.3648304E+00  0.3631329E+00
  0.3906250E+00  0.3616095E+00  0.3610665E+00  0.3611520E+00  0.3612547E+00  0.3613807E+00  0.3615347E+00  0.3617391E+00  0.3620005E+00  0.3623480E+00  0.3628222E+00  0.3635018E+00  0.3645438E+00  0.3666021E+00  0.3684001E+00  0.3668701E+00
  0.3958333E+00  0.3646846E+00  0.3641266E+00  0.3642131E+00  0.3643175E+00  0.3644468E+00  0.3646062E+00  0.3648191E+00  0.3650938E+00  0.3654615E+00  0.3659677E+00  0.3666960E+00  0.3678064E+00  0.3699560E+00  0.3718729E+00  0.3705049E+00
  0.4010417E+00  0.3676704E+00  0.3670969E+00  0.3671843E+00  0.3672904E+00  0.3674231E+00  0.3675879E+00  0.3678096E+00  0.3680979E+00  0.3684866E+00  0.3690256E+00  0.3698037E+00  0.3709840E+00  0.3732248E+00  0.3752615E+00  0.3740548E+00
  0.4062500E+00  0.3705715E+00  0.3699828E+00  0.3700711E+00  0.3701788E+00  0.3703146E+00  0.3704846E+00  0.3707145E+00  0.3710157E+00  0.3714243E+00  0.3719941E+00  0.3728192E+00  0.3740658E+00  0.3763940E+00  0.3785463E+00  0.3774972E+00
  0.4114583E+00  0.3734004E+00  0.3727957E+00  0.3728848E+00  0.3729940E+00  0.3731327E+00  0.3733078E+00  0.3735458E+00  0.3738598E+00  0.3742883E+00  0.3748891E+00  0.3757614E+00  0.3770739E+00  0.3794881E+00  0.3817540E+00  0.3808692E+00
  0.4166667E+00  0.3761505E+00  0.3755296E+00  0.3756195E+00  0.3757302E+00  0.3758719E+00  0.3760519E+00  0.3762979E+00  0.3766244E+00  0.3770723E+00  0.3777031E+00  0.3786205E+00  0.3799973E+00  0.3824969E+00  0.3848762E+00  0.3841509E+00
  0.4218750E+00  0.3788381E+00  0.3782004E+00  0.3782910E+00  0.3784031E+00  0.3785475E+00  0.3787322E+00  0.3789859E+00  0.3793247E+00  0.3797916E+00  0.3804523E+00  0.3814159E+00  0.3828576E+00  0.3854414E+00  0.3879336E+00  0.3873761E+00
  0.4270833E+00  0.3814608E+00  0.3808065E+00  0.3808978E+00  0.3810112E+00  0.3811584E+00  0.3813479E+00  0.3816094E+00  0.3819604E+00  0.3824463E+00  0.3831369E+00  0.3841460E+00  0.3856529E+00  0.3883211E+00  0.3909270E+00  0.3905357E+00
  0.4322917E+00  0.3840301E+00  0.3833594E+00  0.3834514E+00  0.3835662E+00  0.3837161E+00  0.3839103E+00  0.3841794E+00  0.3845426E+00  0.3850475E+00  0.3857678E+00  0.3868225E+00  0.3883948E+00  0.3911485E+00  0.3938692E+00  0.3936515E+00
  0.4375000E+00  0.3865321E+00  0.3858459E+00  0.3859387E+00  0.3860548E+00  0.3862075E+00  0.3864066E+00  0.3866837E+00  0.3870597E+00  0.3875845E+00  0.3883352E+00  0.3894360E+00  0.3910748E+00  0.3939144E+00  0.3967507E+00  0.3967017E+00
  0.4427083E+00  0.3889671E+00  0.3882652E+00  0.3883587E+00  0.3884763E+00  0.3886318E+00  0.3888358E+00  0.3891210E+00  0.3895098E+00  0.3900549E+00  0.3908375E+00  0.3919864E+00  0.3936928E+00  0.3966197E+00  0.3995725E+00  0.3996966E+00
  0.4479167E+00  0.3913248E+00  0.3906085E+00  0.3907027E+00  0.3908218E+00  0.3909800E+00  0.3911888E+00  0.3914819E+00  0.3918834E+00  0.3924482E+00  0.3932617E+00  0.3944583E+00  0.3962322E+00  0.3992467E+00  0.4023157E+00  0.4026118E+00
  0.4531250E+00  0.3936103E+00  0.3928804E+00  0.3929753E+00  0.3930956E+00  0.3932564E+00  0.3934697E+00  0.3937704E+00  0.3941842E+00  0.3947685E+00  0.3956130E+00  0.3968571E+00  0.3986995E+00  0.4018036E+00  0.4049934E+00  0.4054705E+00
  0.4583333E+00  0.3958256E+00  0.3950830E+00  0.3951785E+00  0.3953000E+00  0.3954634E+00  0.3956813E+00  0.3959897E+00  0.3964160E+00  0.3970202E+00  0.3978958E+00  0.3991882E+00  0.4010999E+00  0.4042948E+00  0.4076070E+00  0.4082668E+00
  0.4635417E+00  0.3979864E+00  0.3972310E+00  0.3973272E+00  0.3974499E+00  0.3976159E+00  0.3978383E+00  0.3981546E+00  0.3985936E+00  0.3992178E+00  0.4001252E+00  0.4014661E+00  0.4034469E+00  0.4067324E+00  0.4101700E+00  0.4110173E+00
  0.4687500E+00  0.4000883E+00  0.3993203E+00  0.3994171E+00  0.3995412E+00  0.3997098E+00  0.3999369E+00  0.4002611E+00  0.4007131E+00  0.4013581E+00  0.4022982E+00  0.4036893E+00  0.4057422E+00  0.4091220E+00  0.4126862E+00  0.4137210E+00
  0.4739583E+00  0.4021443E+00  0.4013630E+00  0.4014605E+00  0.4015859E+00  0.4017570E+00  0.4019887E+00  0.4023207E+00  0.4027855E+00  0.4034512E+00  0.4044244E+00  0.4058661E+00  0.4079916E+00  0.4114674E+00  0.4151606E+00  0.4163842E+00
  0.4791667E+00  0.4041600E+00  0.4033652E+00  0.4034633E+00  0.4035900E+00  0.4037637E+00  0.4040000E+00  0.4043398E+00  0.4048174E+00  0.4055032E+00  0.4065083E+00  0.4079993E+00  0.4101964E+00  0.4137662E+00  0.4175860E+00  0.4189964E+00
  0.4843750E+00  0.4061440E+00  0.4053347E+00  0.4054334E+00  0.4055613E+00  0.4057374E+00  0.4059780E+00  0.4063252E+00  0.4068150E+00  0.4075204E+00  0.4085567E+00  0.4100957E+00  0.4123619E+00  0.4160233E+00  0.4199670E+00  0.4215654E+00
  0.4895833E+00  0.4080901E+00  0.4072665E+00  0.4073658E+00  0.4074948E+00  0.4076732E+00  0.4079180E+00  0.4082723E+00  0.4087737E+00  0.4094977E+00  0.4105633E+00  0.4121485E+00  0.4144812E+00  0.4182316E+00  0.4222985E+00  0.4240840E+00
  0.4947917E+00  0.4100146E+00  0.4091763E+00  0.4092761E+00  0.4094061E+00  0.4095867E+00  0.4098354E+00  0.4101963E+00  0.4107086E+00  0.4114502E+00  0.4125445E+00  0.4141738E+00  0.4165719E+00  0.4204098E+00  0.4245982E+00  0.4265718E+00
  0.5000000E+00  0.4119171E+00  0.4110643E+00  0.4111646E+00  0.4112955E+00  0.4114782E+00  0.4117307E+00  0.4120983E+00  0.4126216E+00  0.4133807E+00  0.4145020E+00  0.4161734E+00  0.4186344E+00  0.4225567E+00  0.4268639E+00  0.4290252E+00
  0.5052083E+00  0.4137981E+00  0.4129303E+00  0.4130310E+00  0.4131628E+00  0.4133475E+00  0.4136037E+00  0.4139775E+00  0.4145114E+00  0.4152876E+00  0.4164365E+00  0.4181506E+00  0.4206739E+00  0.4246801E+00  0.4291057E+00  0.4314536E+00
  0.5104167E+00  0.4156547E+00  0.4147721E+00  0.4148732E+00  0.4150059E+00  0.4151925E+00  0.4154523E+00  0.4158324E+00  0.4163766E+00  0.4171697E+00  0.4183455E+00  0.4201014E+00  0.4226856E+00  0.4267735E+00  0.4313156E+00  0.4338512E+00
  0.5156250E+00  0.4174884E+00  0.4165913E+00  0.4166928E+00  0.4168263E+00  0.4170147E+00  0.4172780E+00  0.4176642E+00  0.4182187E+00  0.4190284E+00  0.4202308E+00  0.4220282E+00  0.4246733E+00  0.4288402E+00  0.4334968E+00  0.4362198E+00
  0.5208333E+00  0.4192847E+00  0.4183739E+00  0.4184757E+00  0.4186100E+00  0.4188002E+00  0.4190669E+00  0.4194592E+00  0.4200239E+00  0.4208500E+00  0.4220786E+00  0.4239167E+00  0.4266213E+00  0.4308678E+00  0.4356394E+00  0.4385531E+00
  0.5260417E+00  0.4210463E+00  0.4201220E+00  0.4202240E+00  0.4203590E+00  0.4205510E+00  0.4208210E+00  0.4212193E+00  0.4217941E+00  0.4226367E+00  0.4238915E+00  0.4257700E+00  0.4285351E+00  0.4328625E+00  0.4377497E+00  0.4408539E+00
  0.5312500E+00  0.4227640E+00  0.4218263E+00  0.4219287E+00  0.4220644E+00  0.4222581E+00  0.4225314E+00  0.4229356E+00  0.4235205E+00  0.4243795E+00  0.4256605E+00  0.4275799E+00  0.4304047E+00  0.4348133E+00  0.4398190E+00  0.4431166E+00
  0.5364583E+00  0.4244468E+00  0.4234954E+00  0.4235981E+00  0.4237345E+00  0.4239300E+00  0.4242067E+00  0.4246169E+00  0.4252118E+00  0.4260874E+00  0.4273953E+00  0.4293564E+00  0.4322428E+00  0.4367341E+00  0.4418585E+00  0.4453481E+00
  0.5416667E+00  0.4260920E+00  0.4251272E+00  0.4252302E+00  0.4253675E+00  0.4255648E+00  0.4258449E+00  0.4262610E+00  0.4268660E+00  0.4277579E+00  0.4290921E+00  0.4310943E+00  0.4340423E+00  0.4386175E+00  0.4438620E+00  0.4475428E+00
  0.5468750E+00  0.4277039E+00  0.4267252E+00  0.4268286E+00  0.4269668E+00  0.4271660E+00  0.4274496E+00  0.4278718E+00  0.4284870E+00  0.4293957E+00  0.4307567E+00  0.4328010E+00  0.4358112E+00  0.4404700E+00  0.4458330E+00  0.4497051E+00
  0.5520833E+00  0.4292759E+00  0.4282835E+00  0.4283874E+00  0.4285265E+00  0.4287276E+00  0.4290147E+00  0.4294430E+00  0.4300684E+00  0.4309936E+00  0.4323809E+00  0.4344663E+00  0.4375374E+00  0.4422803E+00  0.4477650E+00  0.4518311E+00
  0.5572917E+00  0.4308089E+00  0.4298030E+00  0.4299074E+00  0.4300474E+00  0.4302506E+00  0.4305412E+00  0.4309757E+00  0.4316116E+00  0.4325539E+00  0.4339686E+00  0.4360967E+00  0.4392310E+00  0.4440594E+00  0.4496660E+00  0.4539266E+00
  0.5625000E+00  0.4322986E+00  0.4312801E+00  0.4313850E+00  0.4315261E+00  0.4317312E+00  0.4320256E+00  0.4324666E+00  0.4331133E+00  0.4340729E+00  0.4355155E+00  0.4376871E+00  0.4408855E+00  0.4458017E+00  0.4515315E+00  0.4559873E+00
  0.5677083E+00  0.4337559E+00  0.4327253E+00  0.4328308E+00  0.4329728E+00  0.4331800E+00  0.4334779E+00  0.4339253E+00  0.4345826E+00  0.4355597E+00  0.4370306E+00  0.4392459E+00  0.4425090E+00  0.4475125E+00  0.4533651E+00  0.4580178E+00
  0.5729167E+00  0.4351809E+00  0.4341390E+00  0.4342450E+00  0.4343880E+00  0.4345972E+00  0.4348988E+00  0.4353523E+00  0.4360202E+00  0.4370145E+00  0.4385127E+00  0.4407708E+00  0.4440977E+00  0.4491877E+00  0.4551644E+00  0.4600155E+00
  0.5781250E+00  0.4365841E+00  0.4355311E+00  0.4356376E+00  0.4357816E+00  0.4359927E+00  0.4362978E+00  0.4367575E+00  0.4374359E+00  0.4384473E+00  0.4399726E+00  0.4422734E+00  0.4456626E+00  0.4508379E+00  0.4569366E+00  0.4619844E+00
  0.5833333E+00  0.4379719E+00  0.4369077E+00  0.4370147E+00  0.4371595E+00  0.4373725E+00  0.4376810E+00  0.4381467E+00  0.4388350E+00  0.4398625E+00  0.4414138E+00  0.4437548E+00  0.4472044E+00  0.4524634E+00  0.4586842E+00  0.4639308E+00
  0.5885417E+00  0.4393564E+00  0.4382808E+00  0.4383882E+00  0.4385339E+00  0.4387487E+00  0.4390603E+00  0.4395316E+00  0.4402294E+00  0.4412728E+00  0.4428498E+00  0.4452306E+00  0.4487387E+00  0.4540794E+00  0.4604191E+00  0.4658627E+00
  0.5937500E+00  0.4407326E+00  0.4396452E+00  0.4397531E+00  0.4398996E+00  0.4401162E+00  0.4404311E+00  0.4409080E+00  0.4416154E+00  0.4426743E+00  0.4442763E+00  0.4466961E+00  0.4502630E+00  0.4556853E+00  0.4621447E+00  0.4677848E+00
  0.5989583E+00  0.4420964E+00  0.4409973E+00  0.4411056E+00  0.4412529E+00  0.4414712E+00  0.4417892E+00  0.4422719E+00  0.4429889E+00  0.4440638E+00  0.4456916E+00  0.4481517E+00  0.4517791E+00  0.4572849E+00  0.4638658E+00  0.4697056E+00
  0.6041667E+00  0.4434434E+00  0.4423331E+00  0.4424418E+00  0.4425898E+00  0.4428098E+00  0.4431310E+00  0.4436191E+00  0.4443457E+00  0.4454362E+00  0.4470897E+00  0.4495905E+00  0.4532793E+00  0.4588724E+00  0.4655796E+00  0.4716218E+00
  0.6093750E+00  0.4447762E+00  0.4436550E+00  0.4437640E+00  0.4439129E+00  0.4441346E+00  0.4444590E+00  0.4449529E+00  0.4456894E+00  0.4467964E+00  0.4484767E+00  0.4510196E+00  0.4547724E+00  0.4604534E+00  0.4672867E+00  0.4735353E+00
  0.6145833E+00  0.4460977E+00  0.4449661E+00  0.4450756E+00  0.4452253E+00  0.4454487E+00  0.4457763E+00  0.4462760E+00  0.4470225E+00  0.4481460E+00  0.4498528E+00  0.4524380E+00  0.4562541E+00  0.4620231E+00  0.4689853E+00  0.4754394E+00
  0.6197917E+00  0.4474082E+00  0.4462665E+00  0.4463763E+00  0.4465268E+00  0.4467520E+00  0.4470829E+00  0.4475885E+00  0.4483451E+00  0.4494855E+00  0.4512202E+00  0.4538482E+00  0.4577287E+00  0.4635860E+00  0.4706762E+00  0.4773375E+00
  0.6250000E+00  0.4487102E+00  0.4475587E+00  0.4476689E+00  0.4478202E+00  0.4480470E+00  0.4483811E+00  0.4488924E+00  0.4496587E+00  0.4508153E+00  0.4525765E+00  0.4552466E+00  0.4591904E+00  0.4651372E+00  0.4723575E+00  0.4792274E+00
  0.6302083E+00  0.4500019E+00  0.4488404E+00  0.4489510E+00  0.4491030E+00  0.4493315E+00  0.4496687E+00  0.4501857E+00  0.4509618E+00  0.4521348E+00  0.4539229E+00  0.4566354E+00  0.4606424E+00  0.4666781E+00  0.4740304E+00  0.4811124E+00
  0.6354167E+00  0.4512772E+00  0.4501057E+00  0.4502167E+00  0.4503694E+00  0.4505996E+00  0.4509398E+00  0.4514623E+00  0.4522482E+00  0.4534373E+00  0.4552512E+00  0.4580045E+00  0.4620742E+00  0.4682005E+00  0.4756869E+00  0.4829831E+00
  0.6406250E+00  0.4525317E+00  0.4513503E+00  0.4514616E+00  0.4516151E+00  0.4518469E+00  0.4521901E+00  0.4527180E+00  0.4535132E+00  0.4547181E+00  0.4565581E+00  0.4593525E+00  0.4634852E+00  0.4697017E+00  0.4773239E+00  0.4848363E+00
  0.6458333E+00  0.4537589E+00  0.4525681E+00  0.4526798E+00  0.4528340E+00  0.4530674E+00  0.4534137E+00  0.4539469E+00  0.4547514E+00  0.4559717E+00  0.4578370E+00  0.4606723E+00  0.4648681E+00  0.4711764E+00  0.4789343E+00  0.4866625E+00
  0.6510417E+00  0.4549679E+00  0.4537686E+00  0.4538807E+00  0.4540356E+00  0.4542706E+00  0.4546197E+00  0.4551581E+00  0.4559717E+00  0.4572073E+00  0.4590979E+00  0.4619740E+00  0.4662324E+00  0.4726306E+00  0.4805221E+00  0.4884620E+00
  0.6562500E+00  0.4561634E+00  0.4549560E+00  0.4550684E+00  0.4552240E+00  0.4554604E+00  0.4558122E+00  0.4563555E+00  0.4571776E+00  0.4584275E+00  0.4603415E+00  0.4632555E+00  0.4675737E+00  0.4740599E+00  0.4820816E+00  0.4902275E+00
  0.6614583E+00  0.4573446E+00  0.4561303E+00  0.4562430E+00  0.4563992E+00  0.4566369E+00  0.4569913E+00  0.4575393E+00  0.4583695E+00  0.4596332E+00  0.4615705E+00  0.4645216E+00  0.4688968E+00  0.4754648E+00  0.4836099E+00  0.4919559E+00
  0.6666667E+00  0.4585072E+00  0.4572873E+00  0.4574002E+00  0.4575569E+00  0.4577958E+00  0.4581524E+00  0.4587047E+00  0.4595427E+00  0.4608196E+00  0.4627785E+00  0.4657647E+00  0.4701944E+00  0.4768386E+00  0.4851002E+00  0.4936457E+00
  0.6718750E+00  0.4596506E+00  0.4584259E+00  0.4585390E+00  0.4586962E+00  0.4589362E+00  0.4592951E+00  0.4598515E+00  0.4606969E+00  0.4619864E+00  0.4639666E+00  0.4669861E+00  0.4714661E+00  0.4781817E+00  0.4865564E+00  0.4953039E+00
  0.6770833E+00  0.4607642E+00  0.4595352E+00  0.4596486E+00  0.4598062E+00  0.4600472E+00  0.4604082E+00  0.4609686E+00  0.4618210E+00  0.4631227E+00  0.4651226E+00  0.4681749E+00  0.4727047E+00  0.4794919E+00  0.4879830E+00  0.4969375E+00
  0.6822917E+00  0.4618474E+00  0.4606148E+00  0.4607283E+00  0.4608863E+00  0.4611283E+00  0.4614914E+00  0.4620556E+00  0.4629150E+00  0.4642288E+00  0.4662492E+00  0.4693338E+00  0.4739138E+00  0.4807739E+00  0.4893853E+00  0.4985540E+00
  0.6875000E+00  0.4628978E+00  0.4616619E+00  0.4617756E+00  0.4619340E+00  0.4621771E+00  0.4625423E+00  0.4631105E+00  0.4639771E+00  0.4653032E+00  0.4673437E+00  0.4704611E+00  0.4750930E+00  0.4820313E+00  0.4907699E+00  0.5001617E+00
  0.6927083E+00  0.4639287E+00  0.4626891E+00  0.4628031E+00  0.4629619E+00  0.4632062E+00  0.4635735E+00  0.4641458E+00  0.4650198E+00  0.4663587E+00  0.4684208E+00  0.4715723E+00  0.4762573E+00  0.4832753E+00  0.4921431E+00  0.5017625E+00
  0.6979167E+00  0.4649471E+00  0.4637036E+00  0.4638177E+00  0.4639771E+00  0.4642225E+00  0.4645921E+00  0.4651687E+00  0.4660502E+00  0.4674017E+00  0.4694849E+00  0.4726710E+00  0.4774108E+00  0.4845109E+00  0.4935105E+00  0.5033588E+00
  0.7031250E+00  0.4659640E+00  0.4647158E+00  0.4648302E+00  0.4649902E+00  0.4652368E+00  0.4656088E+00  0.4661897E+00  0.4670790E+00  0.4684439E+00  0.4705491E+00  0.4737704E+00  0.4785644E+00  0.4857456E+00  0.4948766E+00  0.5049536E+00
  0.7083333E+00  0.4669834E+00  0.4657298E+00  0.4658445E+00  0.4660050E+00  0.4662529E+00  0.4666273E+00  0.4672125E+00  0.4681094E+00  0.4694873E+00  0.4716140E+00  0.4748699E+00  0.4797181E+00  0.4869804E+00  0.4962417E+00  0.5065443E+00
  0.7135417E+00  0.4680114E+00  0.4667513E+00  0.4668664E+00  0.4670275E+00  0.4672767E+00  0.4676536E+00  0.4682434E+00  0.4691482E+00  0.4705396E+00  0.4726880E+00  0.4759785E+00  0.4808798E+00  0.4882220E+00  0.4976109E+00  0.5081352E+00
  0.7187500E+00  0.4690517E+00  0.4677841E+00  0.4678995E+00  0.4680612E+00  0.4683119E+00  0.4686914E+00  0.4692858E+00  0.4701987E+00  0.4716034E+00  0.4737740E+00  0.4770993E+00  0.4820547E+00  0.4894765E+00  0.4989915E+00  0.5097321E+00
  0.7239583E+00  0.4701106E+00  0.4688351E+00  0.4689508E+00  0.4691133E+00  0.4693655E+00  0.4697479E+00  0.4703475E+00  0.4712693E+00  0.4726887E+00  0.4748833E+00  0.4782460E+00  0.4832565E+00  0.4907574E+00  0.5003941E+00  0.5113421E+00
  0.7291667E+00  0.4711901E+00  0.4699066E+00  0.4700228E+00  0.4701862E+00  0.4704400E+00  0.4708254E+00  0.4714304E+00  0.4723615E+00  0.4737966E+00  0.4760162E+00  0.4794180E+00  0.4844871E+00  0.4920695E+00  0.5018264E+00  0.5129722E+00
  0.7343750E+00  0.4722949E+00  0.4710034E+00  0.4711202E+00  0.4712845E+00  0.4715403E+00  0.4719292E+00  0.4725401E+00  0.4734815E+00  0.4749336E+00  0.4771803E+00  0.4806240E+00  0.4857532E+00  0.4934162E+00  0.5032884E+00  0.5146246E+00
